rank,enterprise,revenue,profit,country
387,施耐德电气（SCHNEIDER ELECTRIC),38812.2,4327.5,法国
388,西北互助人寿保险公司（NORTHWESTERN MUTUAL),38788.1,711.4,美国
389,Dollar General公司（DOLLAR GENERAL),38691.6,1661.3,美国
390,Cenovus Energy公司（CENOVUS ENERGY),38689.8,3045.3,加拿大
391,西班牙ACS集团（ACS),38634.6,843.4,西班牙
392,Coop集团（COOP GROUP),38582.7,640,瑞士
393,加拿大枫信金融控股公司（FAIRFAX FINANCIAL HOLDINGS),38417.2,4381.8,加拿大
394,广州工业投资控股集团有限公司（GUANGZHOU INDUSTRIAL INVESTMENT HOLDINGS),38345.2,150.7,中国
395,PBF Energy公司（PBF ENERGY),38324.8,2140.5,美国
396,渣打银行（STANDARD CHARTERED),38292,3469,英国
397,小米集团（XIAOMI),38276.8,2468.5,中国
398,康帕斯集团（COMPASS GROUP),38004.7,1609.5,英国
399,日本明治安田生命保险公司（MEIJI YASUDA LIFE INSURANCE),37897.4,1062.3,日本
400,葛兰素史克集团（GSK),37691.8,6124.5,英国
401,森科能源公司（SUNCOR ENERGY),37609.3,6147.7,加拿大
402,杭州市实业投资集团有限公司（HANGZHOU INDUSTRIAL INVESTMENT GROUP),37398,364.1,中国
403,Uber Technologies公司（UBER TECHNOLOGIES),37281,1887,美国
404,德国中央合作银行（DZ BANK),37220.9,2302.7,德国
405,GS加德士（GS CALTEX),37216.9,882.6,韩国
406,铃木汽车（SUZUKI MOTOR),37184.9,1852.4,日本
407,海尔智家股份有限公司（HAIER SMART HOME),36928.8,2344.4,中国
408,X5零售集团（X5 RETAIL GROUP),36921.9,918.8,荷兰
409,法国邮政（LA POSTE),36834.9,555.7,法国
410,杭州钢铁集团有限公司（HANGZHOU IRON AND STEEL GROUP),36772.3,197.3,中国
411,上海医药集团股份有限公司（SHANGHAI PHARMACEUTICALS HOLDING),36768.8,532.3,中国
412,山东高速集团有限公司（SHANDONG HI-SPEED GROUP),36743.8,491.6,中国
413,霍尼韦尔国际公司（HONEYWELL INTERNATIONAL),36662,5658,美国
414,广东省广新控股集团有限公司（GUANGDONG GUANGXIN HOLDINGS GROUP),36608.9,86,中国
415,顺丰控股股份有限公司（S.F. HOLDING),36502.4,1163.2,中国
416,三菱电机股份有限公司（MITSUBISHI ELECTRIC),36379.9,1971.6,日本
417,广州医药集团有限公司（GUANGZHOU PHARMACEUTICAL HOLDINGS),36309.8,324,中国
418,中国大唐集团有限公司（CHINA DATANG),36266.4,332.9,中国
419,曼福集团（MAPFRE GROUP),36097.7,732.1,西班牙
420,CFE公司（CFE),36077.6,5481.6,墨西哥
421,怡和集团（JARDINE MATHESON),36049,686,中国
422,亿滋国际（MONDELEZ INTERNATIONAL),36016,4959,美国
423,大和房建（DAIWA HOUSE INDUSTRY),35999.4,2067.1,日本
424,星巴克公司（STARBUCKS),35975.6,4124.5,美国
425,新加坡奥兰集团（OLAM GROUP),35952.8,207.6,新加坡
426,高通（QUALCOMM),35820,7232,美国
427,博通公司（BROADCOM),35819,14082,美国
428,日本钢铁工程控股公司（JFE HOLDINGS),35803.7,1366,日本
429,海亮集团有限公司（HAILIANG GROUP),35701.8,32.2,中国
430,US Foods Holding公司（US FOODS HOLDING),35597,506,美国
431,ELO集团（ELO GROUP),35569,-409.7,法国
432,Migros集团（MIGROS GROUP),35563.1,205.9,瑞士
433,Mercadona公司（MERCADONA),35525.4,1090.7,西班牙
434,D.R. Horton公司（D.R. HORTON),35460.4,4745.7,美国
435,中国电子信息产业集团有限公司（CHINA ELECTRONICS),35390.9,26.8,中国
436,蜀道投资集团有限责任公司（SHUDAO INVESTMENT GROUP),35379.3,685.9,中国
437,中国中煤能源集团有限公司（CHINA NATIONAL COAL GROUP),35364,2154.2,中国
438,铜陵有色金属集团控股有限公司（TONGLING NONFERROUS METALS GROUP),35244.5,59.7,中国
439,长江和记实业有限公司（CK HUTCHISON HOLDINGS),35199.8,3001.7,中国
440,菲利普－莫里斯国际公司（PHILIP MORRIS INTERNATIONAL),35174,7813,美国
441,帕卡公司（PACCAR),35127.4,4600.8,美国
442,拼多多控股公司（PDD HOLDINGS),34981.1,8479.2,中国
443,CRH公司（CRH),34949,3178,爱尔兰
444,广达电脑公司（QUANTA COMPUTER),34860.2,1274.1,中国
445,赛富时（SALESFORCE),34857,4136,美国
446,友邦保险控股有限公司（AIA GROUP),34851,3764,中国
447,纽柯（NUCOR),34713.5,4524.8,美国
448,捷普公司（JABIL),34702,818,美国
449,澳大利亚国民银行（NATIONAL AUSTRALIA BANK),34549.9,4934.3,澳大利亚
450,SAP公司（SAP),34542,6636.6,德国
451,中国中车集团有限公司（CRRC GROUP),34519.7,861.5,中国
452,上海德龙钢铁集团有限公司（SHANGHAI DELONG STEEL GROUP),34399.5,223.3,中国
453,莱纳公司（LENNAR),34233.4,3938.5,美国
454,损保控股有限公司（SOMPO HOLDINGS),34136.3,2878.7,日本
455,美国礼来公司（ELI LILLY),34124.1,5240.4,美国
456,韩国天然气公司（KOREA GAS),34114.8,-582.8,韩国
457,Molina Healthcare公司（MOLINA HEALTHCARE),34072,1091,美国
458,北京建龙重工集团有限公司（BEIJING JIANLONG HEAVY INDUSTRY GROUP),34069.6,138.9,中国
459,康明斯公司（CUMMINS),34065,735,美国
460,陕西建工控股集团有限公司（SHAANXI CONSTRUCTION ENGINEERING HOLDING),34060.9,352.7,中国
461,荷兰合作银行集团（RABOBANK GROUP),34042.6,4634.5,荷兰
462,爱信（AISIN),33969.6,628.3,日本
463,Rajesh Exports公司（RAJESH EXPORTS),33944.1,40.5,印度
464,英美烟草集团（BRITISH AMERICAN TOBACCO),33907.4,-17855.4,英国
465,台湾中油股份有限公司（CPC),33903.7,-656.7,中国
466,纽约梅隆银行（BANK OF NEW YORK MELLON),33805,3286,美国
467,通威集团有限公司（TONGWEI GROUP),33731.3,593.9,中国
468,Netflix公司（NETFLIX),33723.3,5408,美国
469,诺和诺德公司（NOVO NORDISK),33703.8,12143.4,丹麦
470,首钢集团有限公司（SHOUGANG GROUP),33621.3,343.8,中国
471,山西焦煤集团有限责任公司（SHANXI COKING COAL GROUP),33533.2,1252.5,中国
472,广西投资集团有限公司（GUANGXI INVESTMENT GROUP),33428.1,68.1,中国
473,俄罗斯外贸银行（VTB BANK),33420.2,4936.4,俄罗斯
474,马自达汽车株式会社（MAZDA MOTOR),33403,1437.1,日本
475,湖南钢铁集团有限公司（HUNAN IRON & STEEL GROUP),33344.8,834,中国
476,加拿大鲍尔集团（POWER CORP. OF CANADA),33264.8,1665.3,加拿大
477,Truist Financial公司（TRUIST FINANCIAL),33246,-1091,美国
478,西门子能源（SIEMENS ENERGY),33184.9,-4832.9,德国
479,斯伦贝谢公司（SCHLUMBERGER),33135,4203,美国
480,哥伦比亚国家石油公司（ECOPETROL),33126.5,4872.4,哥伦比亚
481,艾睿电子（ARROW ELECTRONICS),33107.1,903.5,美国
482,Jerónimo Martins公司（JERÓNIMO MARTINS),33089.1,817.3,葡萄牙
483,中国航空油料集团有限公司（CHINA NATIONAL AVIATION FUEL GROUP),32984.2,98.8,中国
484,澳洲联邦银行（COMMONWEALTH BANK OF AUSTRALIA),32980.5,6788.5,澳大利亚
485,英国森特理克集团（CENTRICA),32882.1,4883,英国
486,林德集团（LINDE),32854,6199,英国
487,喜力公司（HEINEKEN),32823.1,1269.2,荷兰
488,立讯精密工业股份有限公司（LUXSHARE PRECISION INDUSTRY),32758.5,1547.2,中国
489,3M公司（3M),32681,-6995,美国
490,Visa公司（VISA),32653,17273,美国
491,阿波罗全球管理公司（APOLLO GLOBAL MANAGEMENT),32644,5047,美国
492,阿联酋航空集团（EMIRATES GROUP),32637.9,4692.1,阿拉伯联合酋长国
493,Vibra Energia公司（VIBRA ENERGIA),32634.1,954.5,巴西
494,麦德龙（METRO),32579.2,468.1,德国
495,斯巴鲁公司（SUBARU),32540.1,2664.4,日本
496,法国航空－荷兰皇家航空集团（AIR FRANCE-KLM GROUP),32452.3,1009.7,法国
497,Enbridge公司（ENBRIDGE),32349.5,4588.3,加拿大
498,瑞士ABB集团（ABB),32235,3745,瑞士
499,日本三菱重工业股份有限公司（MITSUBISHI HEAVY INDUSTRIES),32223.2,1536.2,日本
500,三星C&T公司（SAMSUNG C&T),32077.9,1698.5,韩国
