oname_fr
京东集团
北京三快在线科技有限公司（美团）
北京嘀嘀无限科技发展有限公司（滴滴出行）
中升（大连）集团有限公司
传化集团有限公司
百度公司
中基宁波集团股份有限公司
上海找钢网信息科技股份有限公司
新城控股集团股份有限公司
唯品会（中国）有限公司
云账户技术（天津）有限公司
同程旅行集团
海航航空集团有限公司
浙江菜鸟供应链管理有限公司
恒信汽车集团股份有限公司
远大物产集团有限公司
美的置业集团有限公司
浙江前程投资股份有限公司
弘阳集团有限公司
陕西泰丰盛合控股集团有限公司
大华（集团）有限公司
江苏满运软件科技有限公司
大汉控股集团有限公司
郑州中瑞实业集团有限公司
杭州东恒石油有限公司
河北千喜鹤饮食股份有限公司
国华人寿保险股份有限公司
瑞钢联集团有限公司
道恩集团有限公司
青岛世纪瑞丰集团有限公司
新华锦集团有限公司
佛山市兴海铜铝业有限公司
上海韵达货运有限公司
金田阳光投资集团有限公司
上海归藏投资管理有限公司
名城控股集团有限公司
泰地控股集团有限公司
北京运通国融投资集团有限公司
深圳市铜锣湾商业发展有限公司
申通快递有限公司
深圳市信利康供应链管理有限公司
江苏万帮金之星车业投资集团有限公司
重庆华宇集团有限公司
中通快递股份有限公司
极兔速递有限公司
沙师弟（重庆）网络科技有限公司
南通化工轻工股份有限公司
江阴市金桥化工有限公司
贵州通源集团
浙江建华集团有限公司
帝海投资控股集团有限公司
海外海集团有限公司
广东正圣金属有限公司
一柏集团有限公司
华南物资集团有限公司
金鹏控股集团有限公司
江苏无锡朝阳集团股份有限公司
合肥维天运通信息科技股份有限公司
江阴长三角钢铁集团有限公司
家家悦控股集团股份有限公司
四联创业集团股份有限公司
江苏大经集团有限公司
武汉联杰能源有限公司
江苏华地国际控股集团有限公司
日出实业集团有限公司
深圳华强集团有限公司
南京新华海科技产业集团有限公司
